Product Name,Category,Sub-category,Techncal composition,SKU,Duration (only for Seeds),Type of grain/fruit,Seed rate,Crop/Target Crop,Insect/Disease/Deficiency,Dosage,Time of sowing /Time of application,Method of application,Geographies,Disclaimer,Season,1 lineShort Description,"USP's (For CCC, Include mode of action here)",Product Unique ID*,SKU FG Code*,Additional Information,Status*
,Crop Protection,,,,,,,,Fruit rot (Brinjal),,At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy322,DummyFG322,Add information for searchability,Active
,Crop Protection,,,,,,,Rose,Powdery mildew (Rose),1 g/ l of water (Rose),At the time of disease incidence,Spraying,All India,,"Rabi, Kharif",,,Dummy323,DummyFG323,Add information for searchability,Active
SHRIRAM CARZEB,Crop Protection,Fungicide,Carbendazim 12% + Mancozeb 63% WP,"100g, 250g, 500g, 1Kg",,,,Groundnut,"Leaf spot, blast (Groundnut)",200 g/ acre (Groundnut),At the time of disease incidence,Spraying,,,"Rabi, Kharif","Broad-spectrum fungicide delivering effective, long-lasting protection with dual-action for healthier, more resilient crops across multiple varieties.","o It works by inhibiting the development of fungi
probably by interfering with spindle formation at mitosis (cell division)
o Shriram Carzeb contains a systemic
fungicide carbendazim and a contact fungicide mancozeb and ensures double protection from inside and from outside. 
o Shriram Carzeb is not toxic when used in field 

",Dummy324,DummyFG324,Add information for searchability,Active
,Crop Protection,,,,,,,Paddy,Blast (Paddy),300 g/acre (Paddy),At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy325,DummyFG325,Add information for searchability,Active
,Crop Protection,,,,,,,Potato,"Early blight , late blight (Potato)",300 g/acre (Potato),At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy326,DummyFG326,Add information for searchability,Active
,Crop Protection,,,,,,,Tea,"Blister blight , red rust , die-back (Tea)",500 - 600 g/acre (Tea),At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy327,DummyFG327,Add information for searchability,Active
,Crop Protection,,,,,,,Grape,"Downey mildew, powdery mildew (Grape)",2 g/ l of water (Grape),At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy328,DummyFG328,Add information for searchability,Active
,Crop Protection,,,,,,,Mango,Powdery mildew and anthracnose (Mango),2 g/ l of water (Mango),At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy329,DummyFG329,Add information for searchability,Active
,Crop Protection,,,,,,,Groudnut,"Tikka leaf spot,collar rot (Groudnut)",2.5 g/ kg seed for seed treatment (Groudnut),At the time of sowing,Seed treatment,All India,,"Rabi, Kharif",,,Dummy330,DummyFG330,Add information for searchability,Active
SHRIRAM TEEZOLE,Crop Protection,Fungicide,Tricyclazole 75% WP,120g,,,,Paddy,Blast,120 - 160 g/acre,At the time of disease incidence,Spraying,All India,,"Rabi, Kharif","Effective, long-lasting fungicide with targeted action and excellent crop safety, ideal for integrated pest management and weather resilience.","o It is non-systemic antibiotic with fungi static action. It causes abnormal branching of the tips of the pathogen, followed by cessation of further development
o Compatible with all the generally used insecticides and fungicides.	
o Safe to crops and the environment and is suitable for Integrated Pest Management (IPM).	
o Remains effective for a long time even after rain



",Dummy331,DummyFG331,Add information for searchability,Active
SHRIRAM RUSTOFF,Crop Protection,Fungicide,Propiconazole 25% EC,"500ml, 1ltr",,,,Wheat,Karnal bunt (Wheat),200 ml/acre (Wheat),At the time of disease incidence,Spraying,,,"Rabi, Kharif","Systemic fungicide with rapid absorption, long-lasting protection, and effective control for multiple crops, ensuring healthier yields and quality grains.","o It is a systemic specialty fungicide. It is rapidly absorbed by the Leaves or stems and translocated upward through the xylem. It is a potent ergosterol biosynthesis inhibitor	
o Has a long residual effect, hence gives control of diseases for a longer period
o Shriram Rustoff's application in rice prevents the black dirty grains.",Dummy332,DummyFG332,Add information for searchability,Active
,Crop Protection,,,,,,,,"Brown Rust, Black Rust & Yellow Rust (Wheat)",,At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy333,DummyFG333,Add information for searchability,Active
,Crop Protection,,,,,,,Rice,Sheath blight (Rice),200 ml/acre (Rice),At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy334,DummyFG334,Add information for searchability,Active
,Crop Protection,,,,,,,Groundnut,Leaf spot & Rust (Groundnut),200 ml/acre (Groundnut),At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy335,DummyFG335,Add information for searchability,Active
,Crop Protection,,,,,,,Tea,Blister blight (Tea),50 - 100 ml/acre (Tea),At the time of disease incidence,Spraying,,,"Rabi, Kharif",,,Dummy336,DummyFG336,Add information for searchability,Active
,Crop Protection,,,,,,,Soybean,Rust (Soybean),200 ml/acre (Soybean),At the time of disease incidence,Spraying,All India,,"Rabi, Kharif",,,Dummy337,DummyFG337,Add information for searchability,Active
SHRIRAM PRETILACHLOR 50,Crop Protection,Herbicide,Pretilachlor 50% EC,"100ml, 250ml, 500ml, 1ltr, 5ltr",,,,Paddy,Echinochloa crusgalli(Jungali Rice),400 - 600 ml/acre,Within 0-3 days of transplanting,Broadcasting/Spraying,,,"Rabi, Kharif","Effective pre-emergence herbicide for broad and narrow leaf weeds, promoting healthy crop greening with long-lasting weed control.","o It is taken up readily by the hypocotyls, mesocotyls and coleoptiles, and to a lesser extent, by the roots of germinating weeds.	
o No adverse effect like stunting or yellowing of crop, rather gives greening effect to the crop.
o Controls both narrow and broad leaf weeds before the emergence. It gives control for a longer time

",Dummy338,DummyFG338,Add information for searchability,Active
,Crop Protection,,,,,,,,Echiniochloa colonum(Barnyard grass),,,,,,"Rabi, Kharif",,,Dummy339,DummyFG339,Add information for searchability,Active
,Crop Protection,,,,,,,,Cyperus difformis(Motha),,,,,,"Rabi, Kharif",,,Dummy340,DummyFG340,Add information for searchability,Active
,Crop Protection,,,,,,,,Cyperus iria (Motha),,,,,,"Rabi, Kharif",,,Dummy341,DummyFG341,Add information for searchability,Active
,Crop Protection,,,,,,,,Fimbristylis miliacae,,,,,,"Rabi, Kharif",,,Dummy342,DummyFG342,Add information for searchability,Active
,Crop Protection,,,,,,,,Eclipta alba,,,,,,"Rabi, Kharif",,,Dummy343,DummyFG343,Add information for searchability,Active
,Crop Protection,,,,,,,,Ludwigia parviflora,,,,,,"Rabi, Kharif",,,Dummy344,DummyFG344,Add information for searchability,Active
,Crop Protection,,,,,,,,Monochoria vaginalis,,,,,,"Rabi, Kharif",,,Dummy345,DummyFG345,Add information for searchability,Active
,Crop Protection,,,,,,,,Leptochloa chinensis,,,,,,"Rabi, Kharif",,,Dummy346,DummyFG346,Add information for searchability,Active
,Crop Protection,,,,,,,,Panicum repens,,,,All India,,"Rabi, Kharif",,,Dummy347,DummyFG347,Add information for searchability,Active
SHRIRAM METRIZIN 70,Crop Protection,Herbicide,Metribuzin 70% WP,"100g, 500g",,,,Soybean,"Digitaria spp.,
 Cyperus esculentus,
 Cyperus campestiris, 
 Borreria spp ,
 Eragrostis spp. (Soybean)",200 - 300 g/acre (Soybean),Post emergence,spraying,,,"Rabi, Kharif","Effective broad-spectrum post-emergence weed control — economical, safe, and residue-free.","o It acts through the roots and leaves and therefore, can be used for both pre and post emergence applications. It controls both narrow and broad leaf weeds.	
o Controls Phalaris minor, which has developed resistance to most of the herbicides in addition to many other grasses and broad leaf weeds.
o Economical because of its broad spectrum activity and low dose.	
o No residual effect on succeeding crops.


",Dummy348,DummyFG348,Add information for searchability,Active
,Crop Protection,,,,,,,Wheat,"Phalaris minor,
Chenopodium album,
Melilotus spp. (Wheat)",100-120 g/acre (wheat),Post emergence,spraying,,,"Rabi, Kharif",,,Dummy349,DummyFG349,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"Cyperus rotundus,
Cynodon dactylon,
Astodelus fistulosis,
Chenopodium album,
Convolvulus arvensis,
Portulaca oleracea,
Anabalis servensis,
C.intybus,
Echinochloa colonum,
Dactyloctenium aegyptium,
Parthenium hysterophorus,
Commelina spp.(Sugarcane)",400 - 800 g/acre (Sugarcane),Post emergence,spraying,,,"Rabi, Kharif",,,Dummy350,DummyFG350,Add information for searchability,Active
,Crop Protection,,,,,,,Potato,"Chenopodium album,
Trianthema monogyna,
Parthenium hysterophorus,
Funaria parviflora,
Melilotus spp,
Phalaris minor (Potato)",210 g/acre (Potato),Post emergence,spraying,,,"Rabi, Kharif",,,Dummy351,DummyFG351,Add information for searchability,Active
,Crop Protection,,,,,,,Tomato,"Trianthema portacastrum,
Dactylectonium aegypticum,
Gynandropsis pentaphylla,
Amaranthus viridis,
Portulaca oleveae,
Digera arvensis,
Euphorbia frustrate,
Echinochloa colonum,
Eleusine indica,
S.glauca,
Comelina bengalensis (Tomato)",210 g/acre (Tomato),Post emergence,spraying,All India,,"Rabi, Kharif",,,Dummy352,DummyFG352,Add information for searchability,Active
SHRIRAM DART,Crop Protection,Herbicide,Glyphosate 41% SL,"500ml, 1ltr, 5ltr, 20ltr",,,,Tea,Arundinella bengalensis,800 - 1200 ml/acre,Post emergence,Spraying,,,"Rabi, Kharif","Powerful non-selective post-emergence herbicide that kills tough weeds completely, safe for beneficial insects and environment with no residual effects.","o It is absorbed by the weed plants and translocates up to roots and kills all types of weeds completely. 	
o Non selective herbicide and it can be used on active and standing weeds.	
o Very good for cyprus and cynodon like difficult weeds control.	
o No residual effect thus safe for beneficial insects as well as environment.



",Dummy353,DummyFG353,Add information for searchability,Active
,Crop Protection,,,,,,,,Axonopus compressus,,,,,,"Rabi, Kharif",,,Dummy354,DummyFG354,Add information for searchability,Active
,Crop Protection,,,,,,,,Cynodon dactylon,,,,,,"Rabi, Kharif",,,Dummy355,DummyFG355,Add information for searchability,Active
,Crop Protection,,,,,,,,Imperata cylindrical,,,,,,"Rabi, Kharif",,,Dummy356,DummyFG356,Add information for searchability,Active
,Crop Protection,,,,,,,,Kalm grass,,,,,,"Rabi, Kharif",,,Dummy357,DummyFG357,Add information for searchability,Active
,Crop Protection,,,,,,,,Paspalum scrobiculatum,,,,,,"Rabi, Kharif",,,Dummy358,DummyFG358,Add information for searchability,Active
,Crop Protection,,,,,,,,Polygonum perfoliatum,,,,All India,,"Rabi, Kharif",,,Dummy359,DummyFG359,Add information for searchability,Active
SHRIRAM EDGE,Crop Protection,Herbicide,Sulfosulfuron 75% WG,13.5 g,,,,Wheat,Phalaris minor,13 g/acre,Post emergence,Spraying,,,"Rabi, Kharif",,,Dummy360,DummyFG360,Add information for searchability,Active
,Crop Protection,,,,,,,,Chenopodium sp.(Bathua),,,,,,"Rabi, Kharif",,,Dummy361,DummyFG361,Add information for searchability,Active
,Crop Protection,,,,,,,,Melilotus alba,,,,All India,,"Rabi, Kharif",,,Dummy362,DummyFG362,Add information for searchability,Active
SHRIRAM DHOOM,Crop Protection,Herbicide,Clodinafop Propargyl 15% WP,160 g,,,,Wheat,Phalaris minor,160 g/acre,Post emergence,Spraying,,,"Rabi, Kharif",,,Dummy363,DummyFG363,Add information for searchability,Active
,Crop Protection,,,,,,,,(Canary grass),,,,All India,,"Rabi, Kharif",,,Dummy364,DummyFG364,Add information for searchability,Active
SHRIRAM PARAQUAT,Crop Protection,Herbicide,Paraquat Dichloride 24% SL,"250ml, 500ml, 1ltr, 5ltr",,,,Tea,"Imperata, Setaria sp., Commelina benghalensis (Kankoua), Boerraria hispida, Paspalum conjugatum (Tea)",320 - 1750 ml/acre (Tea),Post emergence,Spraying,,,"Rabi, Kharif","Fast, effective weed control that protects your soil and boosts crop health. Ideal for no-till farming","o It is non-selective contact herbicide, absorbed by the foliage, with some translocation in the xylem 
o Ideal herbicide for conservation and no-till system (only controls the foliage parts of weeds) thus promoting intact roots and preventing soil erosion. 
o Within minutes of application it gains non washing properties
o Used as post emergence directed application & pre-plant application in many crops",Dummy365,DummyFG365,Add information for searchability,Active
,Crop Protection,,,,,,,Potato,"Chenopodium sp.(Bathua)
Angallis arvensis,
Trianthema monogyna,
Cyperus rotundus(Motha),
Fumeria parviflora (Potato)",800 ml/acre (Potato),Post emergence,Spraying,,,"Rabi, Kharif",,,Dummy366,DummyFG366,Add information for searchability,Active
,Crop Protection,,,,,,,Cotton,"Euphorbia spp.
Digera arvensis,
Cyperus iria (Motha), Trianthema monogyna, Corchorus spp., Leucas aspera (Cotton)",500 - 800 ml/acre (Cotton),Post emergence,Spraying,,,"Rabi, Kharif",,,Dummy367,DummyFG367,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"Echinochloa crusgalli,
Digiteria sanguinalis,
Eleusine indica,
Physalis minima,
Portulaca oleracea (Sugarcane)",800 ml/acre (Sugarcane),Post emergence,Spraying,,,"Rabi, Kharif",,,Dummy368,DummyFG368,Add information for searchability,Active
,Crop Protection,,,,,,,Sunflower,"Cyperus iria (Motha)
Eleusine indica,
Eragrostis sp.,
Chenopoduim album,
Trianthema monogyna (Sunflower)",600 ml/acre (Sunflower),Post emergence,,,,"Rabi, Kharif",,,Dummy369,DummyFG369,Add information for searchability,Active
,Crop Protection,,,,,,,Maize,"Cyperus iria (Motha)
Cyperus rotundus (Motha)
Commelina benghalensis(Kankoua)
Amaranthus sp. Echinochloa sp Trianthema monogyna (Maize)",320 - 800 ml/acre (Maize),,,,,"Rabi, Kharif",,,Dummy370,DummyFG370,Add information for searchability,Active
,Crop Protection,,,,,,,Grapes,"Cyperus rotundus(Motha)
Cynodon dactylon
Convolvulus sp.
Portulaca sp.
Tridax sp. (Grapes)",800 ml/acre (Grapes),Post emergence,,,,"Rabi, Kharif",,,Dummy371,DummyFG371,Add information for searchability,Active
,Crop Protection,,,,,,,Apple,"Rosa moschata, Rosa eglantaria (Apple)",1300 ml/acre(Apple),Post emergence,,All India,,"Rabi, Kharif",,,Dummy372,DummyFG372,Add information for searchability,Active
SHRIRAM RAZOR,Crop Protection,Herbicide,Imazethapyr 10 % SL,"1 ltr, 500 ml, 250 ml",,,,Soybean,"Cyperus difformis (Motha),
Echinochloa colonum(Jungali Rice),
E. crusgalli(Barnyard Grass),
Euphorbia hirta,
Croton sperrsifeorus,
Digera arvensis, CommelinaBenghalensis(Kankoua) (Soybean)",400 - 600 ml/acre,Post emergence,,,,"Rabi, Kharif",Powerful post-emergence weed control for soybean & groundnut — targets tough grasses and broadleaf weeds with long-lasting protection,"o It absorbed by the roots and foliage. With translocation in the xylem and phloem, and accumulation in the meristematic regions
o Controls many grasses, broadleaf weeds, and sedges in Soyabean 
o It is absorbed by the roots and foliage of weeds	
o Its residual action on the weeds gives longer weed control. Safe for subsequent crops.",Dummy373,DummyFG373,Add information for searchability,Active
,Crop Protection,,,,,,,Groundnut,"Cyperus difformis (Motha)
Commelina
benghalensis,
Trianthema portulacasturm,
Eragrostis pilosa (Groundnut)",,Post emergence,,All India,,"Rabi, Kharif",,,Dummy374,DummyFG374,Add information for searchability,Active
"SHRIRAM 2,4-D ETHYL ESTER",Crop Protection,Herbicide,"2, 4-D Ethyl ester 38% EC","1 ltr, 500 ml, 250 ml",,,,Maize,"Trianthema monogyna , Amaranthus sp. , Portulaca oleracea., Tribulus terristris, Boerhaavia diffusa, Euphorbia hirta ,Cyperus sp (Motha) (Maize)",1000 -1100 ml/acre (Maize),Post emergence,,,,"Rabi, Kharif","Powerful post-emergence broadleaf weed control for cereals, maize, and sugarcane — fast, effective, and versatile.","o It works by causing uncontrolled cell division in vascular tissue, abnormal increases in cell wall plasticity, biosynthesis of proteins, and production of ethylene occur in plant tissues following exposure, and these processes are responsible for uncontrolled cell division
o Mainly for control of annual/perennial broad leaf weeds in cereals, tea, wheat, rice, maize, millets,	
o Registered for use in both terrestrial and aquatic environment
",Dummy375,DummyFG375,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy376,DummyFG376,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy377,DummyFG377,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy378,DummyFG378,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy379,DummyFG379,Add information for searchability,Active
,Crop Protection,,,,,,,Sorghum,"Cyperus iria, Striga sp. Digera arvensis, Convolvulus arvensis, Trianthema sp., Tridax procumbens (Sorghum)",1200 ml/acre (Sorghum),Post emergence,,,,"Rabi, Kharif",,,Dummy380,DummyFG380,Add information for searchability,Active
,Crop Protection,,,,,,,Paddy,"Echinochloa colonum, Echinochloa crusgalli. (Paddy)",1000 ml/acre (Paddy),Post emergence,,,,"Rabi, Kharif",,,Dummy381,DummyFG381,Add information for searchability,Active
