pincode,state,district,subDistrict,locality
793014,MEGHALAYA,EAST KHASI HILLS,Mylliem,Nongthymmai(Laitkroh)
793015,MEGHALAYA,EAST KHASI HILLS,Mawryngkneng,Lamlyer
793016,MEGHALAYA,EAST KHASI HILLS,Mylliem,Mawiong (Mylliem)
793017,MEGHALAYA,EAST KHASI HILLS,Mawkynrew,Syllaikariah
793018,MEGHALAYA,EAST KHASI HILLS,Mylliem,Madan Saisiej
793019,MEGHALAYA,EAST KHASI HILLS,Mylliem,Nongmynsong
793021,MEGHALAYA,EAST KHASI HILLS,Mawryngkneng,Ksehpongdeng
793022,MEGHALAYA,EAST KHASI HILLS,Mawsynram,Jyllep
793101,MEGHALAYA,RI BHOI,Umling,Adgang
793102,MEGHALAYA,RI BHOI,Umling,Belkuri
793103,MEGHALAYA,RI BHOI,Umsning,Bhoilymbong (Lumsohpieng)
793104,MEGHALAYA,RI BHOI,Umsning,Lumsohphoh(Mawlein Mawkhan)
793105,MEGHALAYA,RI BHOI,Umsning,Amphreng
793106,MEGHALAYA,WEST KHASI HILLS,Ranikor,Bhalabita
793107,MEGHALAYA,EAST KHASI HILLS,Shella Bholaganj,Lynggar Temshun
793108,MEGHALAYA,EAST KHASI HILLS,Shella Bholaganj,Mawsnar
793109,MEGHALAYA,JAINTIA HILLS,Amlarem,Amkoi
793110,MEGHALAYA,EAST KHASI HILLS,Pynursla,Iewshyllong
793111,MEGHALAYA,EAST KHASI HILLS,Shella Bholaganj,Kshaid
793112,MEGHALAYA,EAST KHASI HILLS,Shella Bholaganj,Byrong
793113,MEGHALAYA,EAST KHASI HILLS,Mawsynram,Betgora A&B
793114,MEGHALAYA,WEST KHASI HILLS,Mawkyrwat,Domkseh
793115,MEGHALAYA,WEST KHASI HILLS,Mairang,Sohiong
793119,MEGHALAYA,WEST KHASI HILLS,Mawshynrut,Aswit
793120,MEGHALAYA,EAST KHASI HILLS,Mawsynram,Dombah
793121,MEGHALAYA,EAST KHASI HILLS,Mawphlang,Sawlad
793122,MEGHALAYA,RI BHOI,Umsning,Umtyrkhang
793123,MEGHALAYA,RI BHOI,Umsning,Umsaw Madan
793150,MEGHALAYA,JAINTIA HILLS,Amlarem,Amlanai
793151,MEGHALAYA,JAINTIA HILLS,Thadlaskein,Iongshiwait
793160,MEGHALAYA,JAINTIA HILLS,Khliehriat,Bapungshnong
793200,MEGHALAYA,JAINTIA HILLS,Khliehriat,Huroi
793210,MEGHALAYA,JAINTIA HILLS,Khliehriat,Lumshnong
794001,MEGHALAYA,WEST GARO HILLS,Rongram,Tura
794002,MEGHALAYA,SOUTH GARO HILLS,Chokpot,Akoksigiri
794005,MEGHALAYA,SOUTH GARO HILLS,Chokpot,Abanda
794101,MEGHALAYA,WEST GARO HILLS,Rongram,Danak Dopgre
794102,MEGHALAYA,SOUTH GARO HILLS,Baghmara,Agronggiri
794103,MEGHALAYA,WEST GARO HILLS,Dalu,Adugachol
794104,MEGHALAYA,WEST GARO HILLS,Dadenggiri,Aigre Songgitcham
794105,MEGHALAYA,WEST GARO HILLS,Dadenggiri,Aigre Apal
794106,MEGHALAYA,WEST GARO HILLS,Zikzak,Bakdagri
794107,MEGHALAYA,SOUTH GARO HILLS,Baghmara,Darang Akepgittim
794108,MEGHALAYA,EAST GARO HILLS,Songsak,Aberam
794109,MEGHALAYA,WEST GARO HILLS,Tikrikilla,Abhirampara
794110,MEGHALAYA,EAST GARO HILLS,Dambo Rongjeng,Agropatal
794111,MEGHALAYA,EAST GARO HILLS,Samanda,Adu Giri
794112,MEGHALAYA,EAST GARO HILLS,Resubelpara,Horinkata Bakra
794114,MEGHALAYA,SOUTH GARO HILLS,Rongara,Among Rongjol
794115,MEGHALAYA,WEST GARO HILLS,Betasing,Adugre
795001,MANIPUR,IMPHAL WEST,Lamphelpat Sub-Division,Dewlahland
795002,MANIPUR,IMPHAL EAST,Porompat Sub-Division,Achanbigei
795003,MANIPUR,IMPHAL WEST,Lamphelpat Sub-Division,Canchipur
795004,MANIPUR,IMPHAL WEST,Lamphelpat Sub-Division,Iroisemba
795005,MANIPUR,IMPHAL EAST,Porompat Sub-Division,Kabo Siphai
795007,MANIPUR,SENAPATI,Purul Sub-Division,Kapao
795008,MANIPUR,IMPHAL EAST,Keirao Bitra Sub-Division,Keirao Makting
795009,MANIPUR,IMPHAL WEST,Wangoi Sub-Division,Lairenjam
795010,MANIPUR,IMPHAL EAST,Sawombung Sub-Division,Kameng
795015,MANIPUR,SENAPATI,Mao-Maram Sub-Division,Maram Khullakpa Sagei
795101,MANIPUR,CHANDEL,Chakpikarong Sub-Division,Aigejang
795102,MANIPUR,CHANDEL,Tengnoupal Sub-Division,A.Khullen
795103,MANIPUR,THOUBAL,Kakching Sub-Div.,Arong Nongmaikhong
795104,MANIPUR,SENAPATI,Mao-Maram Sub-Division,Chowainamei Khullen
795106,MANIPUR,SENAPATI,Mao-Maram Sub-Division,Bollen Kuki
795107,MANIPUR,SENAPATI,Saitu Gamphazol Sub-Division,A.Songpijang
795112,MANIPUR,SENAPATI,Sadar Hills West Sub-Division,Chalwa
795113,MANIPUR,IMPHAL WEST,Lamshang Sub-Division,Haorang Keirel
795114,MANIPUR,SENAPATI,Sadar Hills East Sub-Division,E.Mullam
795115,MANIPUR,IMPHAL EAST,Jiribam Sub-Division,BabuKhal
795116,MANIPUR,IMPHAL EAST,Jiribam Sub-Division,Borobekra
795117,MANIPUR,CHURACHANDPUR,Churachandpur Sub-Division,Dumlian (Salem)
795118,MANIPUR,SENAPATI,Sadar Hills East Sub-Division,C.Khullen
795122,MANIPUR,SENAPATI,Saitu Gamphazol Sub-Division,Leilon Phoikot
795124,MANIPUR,CHURACHANDPUR,Churachandpur North Sub-Div.,L.Gamnomphai
795125,MANIPUR,TAMENGLONG,Tamenglong North Sub-Division,Atangkhullen
795126,MANIPUR,BISHNUPUR,Bishnupur Sub-Division,Nachou
795127,MANIPUR,CHANDEL,Chandel Sub-Div.,Angkhel Chayang
795128,MANIPUR,CHURACHANDPUR,Churachandpur North Sub-Div.,Aina
795129,MANIPUR,SENAPATI,Sadar Hills West Sub-Division,Hengbung
795130,MANIPUR,IMPHAL EAST,Keirao Bitra Sub-Division,Urup
795131,MANIPUR,CHANDEL,Tengnoupal Sub-Division,Govajang
795132,MANIPUR,IMPHAL WEST,Wangoi Sub-Division,Chabung Company
795133,MANIPUR,CHURACHANDPUR,Churachandpur North Sub-Div.,Hengkapkot
795134,MANIPUR,BISHNUPUR,Nambol Sub-Division,Kamong
795135,MANIPUR,CHANDEL,Tengnoupal Sub-Division,A.Khudamphai
795136,MANIPUR,IMPHAL WEST,Lamshang Sub-Division,Potsangbam Khoiru
795138,MANIPUR,THOUBAL,Thoubal Sub-Division,Athokpam
795139,MANIPUR,CHURACHANDPUR,Churachandpur Sub-Division,Bishanmual
795140,MANIPUR,IMPHAL WEST,Patsoi Sub-Division,Changangei
795141,MANIPUR,TAMENGLONG,Tamenglong Sub-Division,Bamgaijang
795142,MANIPUR,UKHRUL,Ukhrul North Sub-Division,Jessami
795143,MANIPUR,CHURACHANDPUR,Thanlon Sub-Division,Bukpi
795144,MANIPUR,UKHRUL,Ukhrul Central Sub-Division,Kachai
795145,MANIPUR,UKHRUL,Kamjong Chassad Sub-Div.,Chahong Khullen
795146,MANIPUR,IMPHAL WEST,Lamshang Sub-Division,Heibongpokpi
795147,MANIPUR,TAMENGLONG,Nungba Sub-Division,Bolphai
795148,MANIPUR,THOUBAL,Thoubal Sub-Division,Kang Samaram
795149,MANIPUR,SENAPATI,Sadar Hills East Sub-Division,Bongbal Khullen
795150,MANIPUR,SENAPATI,Mao-Maram Sub-Division,Pfukhro
795159,MANIPUR,TAMENGLONG,Tamenglong Sub-Division,Kajinglong
796001,MIZORAM,AIZAWL,Tlangnuam (Part),Tlangnuam (Part)
796004,MIZORAM,AIZAWL,Tlangnuam (Part),Mizoram University Campus
796005,MIZORAM,AIZAWL,Aibawk,Thingdawl (Melriat)
796007,MIZORAM,AIZAWL,Tlangnuam (Part),Tlangnuam (Part)
796008,MIZORAM,AIZAWL,Tlangnuam (Part),Aizawl
796009,MIZORAM,AIZAWL,Tlangnuam (Part),Tlangnuam (Part)
796012,MIZORAM,AIZAWL,Tlangnuam (Part),Aizawl
796014,MIZORAM,AIZAWL,Tlangnuam (Part),Aizawl
796015,MIZORAM,KOLASIB,Tlangnuam (Part),Lungdai
796017,MIZORAM,AIZAWL,Tlangnuam (Part),Bung IB
796070,MIZORAM,KOLASIB,North Thingdawl,Hortoki
796081,MIZORAM,KOLASIB,North Thingdawl,Meidum
796082,MIZORAM,KOLASIB,North Thingdawl,Thingdawl
796091,MIZORAM,KOLASIB,North Thingdawl,N.Chawnpui
796101,MIZORAM,LUNGLEI,West Bunghmun,Phainuam
796111,MIZORAM,AIZAWL,Darlawn,Kani
796161,MIZORAM,SERCHHIP,Serchhip,Chhingchhip
796181,MIZORAM,SERCHHIP,East Lungdar (Part),Bawktlang
796186,MIZORAM,LUNGLEI,Lunglei,Chhipphir
796190,MIZORAM,AIZAWL,Aibawk,Aibawk
796261,MIZORAM,CHAMPHAI,Ngopa,Hliappui
796290,MIZORAM,CHAMPHAI,Ngopa,Chiahpui
796310,MIZORAM,SERCHHIP,Serchhip,Rullam
796320,MIZORAM,CHAMPHAI,Khawbung,Lianpui
796321,MIZORAM,CHAMPHAI,Khawbung,Champhai
796370,MIZORAM,SERCHHIP,East Lungdar (Part),Maicham
796410,MIZORAM,MAMMIT,Zawlnuam,Khamrang
796421,MIZORAM,MAMMIT,Reiek,Lengpui
796431,MIZORAM,MAMMIT,West Phaileng,Hnahva
796441,MIZORAM,MAMMIT,Zawlnuam,Pathiantlang
796471,MIZORAM,MAMMIT,Zawlnuam,Bajirungpaveng
796501,MIZORAM,MAMMIT,Reiek,N. Kanghmun
796571,MIZORAM,LUNGLEI,Hnahthial,Leite
796581,MIZORAM,LUNGLEI,Hnahthial,Hnahthial
796691,MIZORAM,LUNGLEI,Lunglei,Chengpui
796701,MIZORAM,LUNGLEI,Lunglei,Lunglei
796710,MIZORAM,LUNGLEI,West Bunghmun,W.Bunghmun
796730,MIZORAM,LUNGLEI,Lungsen,Andermanik
796751,MIZORAM,LUNGLEI,Lungsen,Khojoisuri (New)
796770,MIZORAM,LAWNGTLAI,Chawngte,Adubangasora
796891,MIZORAM,LAWNGTLAI,Lawngtlai,Diltlang ‘S’
796901,MIZORAM,SAIHA,Tuipang,Chapui
797001,NAGALAND,KOHIMA,Kohima Sadar,Kohima Sadar
797002,NAGALAND,KOHIMA,Sechu,Jotsoma
797003,NAGALAND,KOHIMA,Kohima Sadar,Chiedema
797004,NAGALAND,KOHIMA,Kohima Sadar,Kohima Sadar
797021,NAGALAND,KOHIMA,Jakhama,Kigwe Basa(UR)
797099,NAGALAND,WOKHA,Bhandari,Bhandari Hq
797101,NAGALAND,KOHIMA,Nsong,Lalong
797103,NAGALAND,DIMAPUR,Dhansiripar,Aqahuto S/Comp.
797104,NAGALAND,PHEK,Chetheba,Chetheba
797105,NAGALAND,KOHIMA,Chiephobozou,Phekerkrie Bawe
797106,NAGALAND,DIMAPUR,Medziphema,Piphema Station
797107,NAGALAND,PHEK,Sakraba,Gidemi (Gozuto)
797108,NAGALAND,PHEK,Phek Sadar,Kizare
797109,NAGALAND,KOHIMA,Tseminyu,Henbenzhu
797110,NAGALAND,PEREN,Jalukie,Dunki
797111,NAGALAND,WOKHA,Aitepyong,Aitepyong
797112,NAGALAND,DIMAPUR,Dhansiripar,Dhansiripar Hq
797113,NAGALAND,DIMAPUR,Dimapur Sadar,Dimapur Sadar
797114,NAGALAND,PHEK,Meluri,Khumisu
797115,NAGALAND,DIMAPUR,Chumukedima,Sokhuvi
797116,NAGALAND,DIMAPUR,Kuhoboto,Hoito
797117,NAGALAND,DIMAPUR,Dimapur Sadar,Dimapur Sadar
797118,NAGALAND,DIMAPUR,Dimapur Sadar,Rangapahar
797120,NAGALAND,KOHIMA,Jakhama,Phesama
798601,NAGALAND,MOKOKCHUNG,Ongpangkong,Aosetsu
798602,NAGALAND,MON,Tizit,namsa
798603,NAGALAND,MON,Chen,Chen Hq
798604,NAGALAND,MOKOKCHUNG,Alongkima,Alongkima
798611,NAGALAND,TUENSANG,Amahator,Horonger
798612,NAGALAND,TUENSANG,Chessore,Aiponger
798613,NAGALAND,MOKOKCHUNG,Changtongya,Akhoia
798614,NAGALAND,MOKOKCHUNG,Chuchuyimlang,Chuchuyimlang
798615,NAGALAND,MOKOKCHUNG,Kubolong,Alongchen Comp.
798616,NAGALAND,TUENSANG,Longkhim,Holongba
798618,NAGALAND,MOKOKCHUNG,Tuli,Anaki 'C'
798620,NAGALAND,ZUNHEBOTTO,Asuto,Achikuchu 'A'
798621,NAGALAND,MON,Mon Sadar,Goching
798622,NAGALAND,MON,Naginimora,Naginimora
798623,NAGALAND,MOKOKCHUNG,Tuli,Tsudikong (13th Mile Tuli Paper Mill)
798625,NAGALAND,LONGLENG,Longleng,Namching S/Comp.
798627,NAGALAND,ZUNHEBOTTO,Akuluto,Lumami
799001,TRIPURA,WEST TRIPURA,Mohanpur,Agartala
799002,TRIPURA,WEST TRIPURA,Mohanpur,Pashchim Bhuban ban
799003,TRIPURA,WEST TRIPURA,Mohanpur,Bhattapukur
799004,TRIPURA,WEST TRIPURA,Dukli,Purba Pratapgarh
799005,TRIPURA,WEST TRIPURA,Mohanpur,Abhoynagar
799006,TRIPURA,WEST TRIPURA,Mohanpur,Bankumari
799007,TRIPURA,WEST TRIPURA,Mohanpur,Banamalipur
799008,TRIPURA,WEST TRIPURA,Jirania,Mariamnagar
799009,TRIPURA,WEST TRIPURA,Mohanpur,Narayanpur
799010,TRIPURA,WEST TRIPURA,Mohanpur,Agartala Secretariate
799011,TRIPURA,WEST TRIPURA,Jampuijala,Ratanpur
799012,TRIPURA,WEST TRIPURA,Mohanpur,Gandhigram
799013,TRIPURA,SOUTH TRIPURA,Matarbari,Dakshin Maharani
799014,TRIPURA,WEST TRIPURA,Bishalgarh,Kanchan Palli
799015,TRIPURA,WEST TRIPURA,Mohanpur,Narshingarh bazar
799022,TRIPURA,WEST TRIPURA,Bishalgarh,East Durgapur
799035,TRIPURA,WEST TRIPURA,Jirania,Durganagar
799045,TRIPURA,WEST TRIPURA,Mandai,Bhrigudas para
799046,TRIPURA,WEST TRIPURA,Jirania,Tripura Eng College
799101,TRIPURA,SOUTH TRIPURA,Amarpur,Dakshin Chhangong
799102,TRIPURA,WEST TRIPURA,Bishalgarh,Debipur
799103,TRIPURA,WEST TRIPURA,Bishalgarh,Baustali
799104,TRIPURA,SOUTH TRIPURA,Amarpur,Gomti Project
799105,TRIPURA,SOUTH TRIPURA,Kakraban,Kishoreganja
799114,TRIPURA,SOUTH TRIPURA,Killa,Choygharia
799115,TRIPURA,WEST TRIPURA,Melaghar,Paschim Jumerdhepa
799120,TRIPURA,SOUTH TRIPURA,Matarbari,Udaipur (part)
799125,TRIPURA,SOUTH TRIPURA,Bagafa,Birchandranagar
799130,TRIPURA,WEST TRIPURA,Bishalgarh,Dakshin champamura
799131,TRIPURA,WEST TRIPURA,Boxanagar,Dhanirampur
799132,TRIPURA,WEST TRIPURA,Kathalia,Kalikrishnanagar
799141,TRIPURA,SOUTH TRIPURA,Bagafa,Purba Pillak
799142,TRIPURA,SOUTH TRIPURA,Bagafa,Purba Charakbai
799143,TRIPURA,SOUTH TRIPURA,Satchand,Srinagar
799144,TRIPURA,SOUTH TRIPURA,Bagafa,Chhaigharia
799145,TRIPURA,SOUTH TRIPURA,Satchand,Paschim Jalefa
799150,TRIPURA,SOUTH TRIPURA,Rajnagar,Joychandrapur
799153,TRIPURA,SOUTH TRIPURA,Rajnagar,Rangamura
799155,TRIPURA,SOUTH TRIPURA,Rajnagar,Bangoa
799156,TRIPURA,SOUTH TRIPURA,Rajnagar,Dhananjoy nagar
799157,TRIPURA,SOUTH TRIPURA,Rajnagar,Batisha
799201,TRIPURA,WEST TRIPURA,Khowai,Ajagar tilla
799202,TRIPURA,WEST TRIPURA,Khowai,purba ganti collany
799203,TRIPURA,DHALAI,Ambassa,b ch. para
799204,TRIPURA,DHALAI,Salema,Balaram Bazar
799205,TRIPURA,WEST TRIPURA,Teliamura,Baramura Project
799207,TRIPURA,WEST TRIPURA,Khowai,Akhra Bari
799210,TRIPURA,WEST TRIPURA,Mohanpur,Harendra nagar TE
799211,TRIPURA,WEST TRIPURA,Hezamara,Baikunthapur
799212,TRIPURA,WEST TRIPURA,Mohanpur,Balurban
799250,TRIPURA,NORTH TRIPURA,Panisagar,officetila
799251,TRIPURA,NORTH TRIPURA,Kadamtala,Baruakandi
799253,TRIPURA,NORTH TRIPURA,Panisagar,acharjeepara
799254,TRIPURA,NORTH TRIPURA,Panisagar,bhagiroth para
799256,TRIPURA,NORTH TRIPURA,Damchhara,bahadura para
799260,TRIPURA,NORTH TRIPURA,Panisagar,anganwariparsan
799261,TRIPURA,NORTH TRIPURA,Kadamtala,bangalbosti
799262,TRIPURA,NORTH TRIPURA,Kadamtala,hazratpara
799263,TRIPURA,NORTH TRIPURA,Pencharthal,Balanawcharra
799264,TRIPURA,NORTH TRIPURA,Gournagar,Bhati Sonaimuri
799266,TRIPURA,NORTH TRIPURA,Kumarghat,bisuraipara
799269,TRIPURA,NORTH TRIPURA,Jampuii hills,Bamboo bari
799270,TRIPURA,NORTH TRIPURA,Dasda,Badanancharra
799271,TRIPURA,NORTH TRIPURA,Dasda,4 NO.Colony
799273,TRIPURA,DHALAI,Manu,Amar chand Sarkar Para
799275,TRIPURA,DHALAI,Manu,12 card para
799277,TRIPURA,NORTH TRIPURA,Gournagar,bhatbazar
799278,TRIPURA,DHALAI,Salema,amtali
799279,TRIPURA,NORTH TRIPURA,Gournagar,Baranambartilla
799280,TRIPURA,NORTH TRIPURA,Gournagar,Dalu gaon
799281,TRIPURA,NORTH TRIPURA,Gournagar,baburbazar S.O
799282,TRIPURA,NORTH TRIPURA,Gournagar,Bhuiapara
799284,TRIPURA,DHALAI,Dumburnagar,Jagabandhupara
799285,TRIPURA,DHALAI,Ambassa,Amintilla
799286,TRIPURA,DHALAI,Salema,Apareskar Road
799287,TRIPURA,DHALAI,Salema,Baraipara
799288,TRIPURA,NORTH TRIPURA,Kumarghat,Bhumihin Colony
799289,TRIPURA,DHALAI,Ambassa,babeha para
799290,TRIPURA,NORTH TRIPURA,Kumarghat,Balucherra
800001,BIHAR,PATNA,Phulwari,Phulwari
800002,BIHAR,PATNA,Phulwari,Bitaura
800003,BIHAR,PATNA,Phulwari,Phulwari
800004,BIHAR,PATNA,Phulwari,Phulwari
800005,BIHAR,PATNA,Sampatchak,Sampatchak
800006,BIHAR,PATNA,Sampatchak,Sampatchak
800007,BIHAR,PATNA,Sampatchak,Bairia
800008,BIHAR,PATNA,Patna Rural,Ranipur Milki Chak
800009,BIHAR,PATNA,Patna Rural,Mirchi
800010,BIHAR,PATNA,Phulwari,Phulwari
800011,BIHAR,PATNA,Dinapur-Cum-Khagaul,Dinapur-Cum-Khagaul
800012,BIHAR,PATNA,Dinapur-Cum-Khagaul,Dinapur-Cum-Khagaul
800013,BIHAR,PATNA,Phulwari,Phulwari
800014,BIHAR,PATNA,Phulwari,Phulwari
800015,BIHAR,PATNA,Phulwari,Phulwari
800016,BIHAR,PATNA,Sampatchak,Sampatchak
800017,BIHAR,PATNA,Phulwari,Phulwari
800018,BIHAR,PATNA,Dinapur-Cum-Khagaul,Dinapur-Cum-Khagaul
800019,BIHAR,PATNA,Phulwari,Phulwari
800020,BIHAR,PATNA,Sampatchak,Sampatchak
800021,BIHAR,PATNA,Phulwari,Phulwari
800022,BIHAR,PATNA,Phulwari,Phulwari
800023,BIHAR,PATNA,Phulwari,Phulwari
800024,BIHAR,PATNA,Phulwari,Phulwari
800025,BIHAR,PATNA,Phulwari,Phulwari
800026,BIHAR,PATNA,Sampatchak,Sampatchak
800027,BIHAR,PATNA,Sampatchak,Sampatchak
800028,BIHAR,PATNA,Phulwari,Phulwari
800030,BIHAR,PATNA,Sampatchak,Sampatchak
801102,BIHAR,PATNA,Bikram,Bhadsara
801103,BIHAR,PATNA,Bihta,Aminabad
801104,BIHAR,PATNA,Bikram,Bara
801105,BIHAR,PATNA,Dinapur-Cum-Khagaul,Lakhni Bigha
801108,BIHAR,PATNA,Dinapur-Cum-Khagaul,Jafarpur
801109,BIHAR,PATNA,Naubatpur,Gopalpur
801110,BIHAR,PATNA,Paliganj,Banauli Buzurg
801111,BIHAR,PATNA,Naubatpur,Babupur
801112,BIHAR,PATNA,Bikram,Berar
801113,BIHAR,PATNA,Bihta,Jaintipur
801301,BIHAR,NALANDA,Ekangarsarai,Babu Bigha
801302,BIHAR,NALANDA,Hilsa,Alipur
801303,BIHAR,NALANDA,Islampur,Adarsg Blika Vidyalaya
801304,BIHAR,NALANDA,Karai Parsurai,Berawan
801305,BIHAR,PATNA,Daniawan,Akhtar Pur
801306,BIHAR,NALANDA,Ekangarsarai,Barsiawan
801307,BIHAR,NALANDA,Tharthari,Bhathar High School
801501,BIHAR,PATNA,Dinapur-Cum-Khagaul,Dinapur-Cum-Khagaul
801503,BIHAR,PATNA,Dinapur-Cum-Khagaul,Dalip chak
801505,BIHAR,PATNA,Phulwari,Fatehpur Dhibra
801506,BIHAR,PATNA,Phulwari,Phulwari
801507,BIHAR,PATNA,Phulwari,Muhammadpur Korji
802101,BIHAR,BUXAR,Buxar,Buxar
802102,BIHAR,BUXAR,Buxar,Barka Nuawan
802103,BIHAR,BUXAR,Buxar,Buxar
802111,BIHAR,BUXAR,Chakki,Arak
802112,BIHAR,BHOJPUR,Shahpur,Bansipur
802113,BIHAR,BUXAR,Simri,Koliya
802114,BIHAR,BUXAR,Chausa,Akhauripur
802115,BIHAR,BUXAR,Chaugain,Chaugain
802116,BIHAR,BUXAR,Buxar,Dudhar Chak
802117,BIHAR,BUXAR,Rajpur,Atraulia
802118,BIHAR,BUXAR,Buxar,Dumariya
802119,BIHAR,BUXAR,Dumraon,Ariyawon
802120,BIHAR,BUXAR,Simri,Arazi Kashi Singhanpura
802122,BIHAR,BUXAR,Rajpur,Anpura
802123,BIHAR,BUXAR,Itarhi,Bahuara
802125,BIHAR,BUXAR,Kesath,Kesath
802126,BIHAR,BUXAR,Chaugain,Amsari
802127,BIHAR,BUXAR,Kesath,Jairampur
802128,BIHAR,BUXAR,Rajpur,Banni
802129,BIHAR,BUXAR,Nawanagar,Bahuara
802130,BIHAR,BUXAR,Barhampur,Hathilpur
802131,BIHAR,BUXAR,Rajpur,Dhanaipur
802132,BIHAR,KAIMUR (BHABUA),Nuaon,Akhani
802133,BIHAR,BUXAR,Dumraon,Bhojpur Jadid
802134,BIHAR,BUXAR,Barhampur,Adharpa
802135,BIHAR,BUXAR,Simri,Dabauli
802136,BIHAR,BUXAR,Dumraon,Dumraon
802152,BIHAR,BHOJPUR,Behea,Behea
802154,BIHAR,BHOJPUR,Behea,Amrai
802155,BIHAR,BHOJPUR,Piro,Bishambharpur
802156,BIHAR,BHOJPUR,Barhara,Gangauli
802157,BIHAR,BHOJPUR,Udwant Nagar,Bargahi
802158,BIHAR,BHOJPUR,Jagdishpur,Asodhar
802159,BIHAR,BHOJPUR,Piro,Mothi
802160,BIHAR,BHOJPUR,Koilwar,Dhan Diha
802161,BIHAR,BHOJPUR,Arrah,Jamira
802162,BIHAR,BHOJPUR,Jagdishpur,Geyanpura
802163,BIHAR,BHOJPUR,Koilwar,Jamalpur
802164,BIHAR,BHOJPUR,Sandesh,Baga
802165,BIHAR,BHOJPUR,Shahpur,Mahazi Dokti (Ditto)
802166,BIHAR,BHOJPUR,Shahpur,Chaki Nauranga
802183,BIHAR,BHOJPUR,Behea,Dalpatpur
802201,BIHAR,BHOJPUR,Agiaon,Akurha
802202,BIHAR,BHOJPUR,Piro,Baseya
802203,BIHAR,BHOJPUR,Garhani,Bahri
802204,BIHAR,BHOJPUR,Piro,Pachman
802205,BIHAR,BHOJPUR,Tarari,Parasiya
802206,BIHAR,BHOJPUR,Garhani,Dularpur
802207,BIHAR,BHOJPUR,Piro,Bahri Mahadeo
802208,BIHAR,BHOJPUR,Sahar,Abgilla
802209,BIHAR,BHOJPUR,Tarari,Harpur
802210,BIHAR,BHOJPUR,Udwant Nagar,Mahatwania
802211,BIHAR,ROHTAS,Dawath,Bairiya
802212,BIHAR,ROHTAS,Bikramganj,Baruna
802213,BIHAR,ROHTAS,Dinara,Bairi Bandh
802214,BIHAR,ROHTAS,Karakat,Amratha
802215,BIHAR,ROHTAS,Nokha,Agarsidihara
802216,BIHAR,ROHTAS,Dawath,Banshi Tola
802217,BIHAR,ROHTAS,Nokha,Chaturgan Tola
802218,BIHAR,ROHTAS,Dinara,Bandawa
802219,BIHAR,ROHTAS,Nokha,Bakula Khoh
802220,BIHAR,ROHTAS,Sanjhauli,Bazidpur
802221,BIHAR,ROHTAS,Suryapura,Dabariya Mathiya
802222,BIHAR,BHOJPUR,Tarari,Adhar Dih
802223,BIHAR,BHOJPUR,Charpokhari,Balihari
802226,BIHAR,ROHTAS,Dawath,Bhadkudia Khurd
802301,BIHAR,BHOJPUR,Arrah,Arrah
802302,BIHAR,BHOJPUR,Arrah,Dariapur
802311,BIHAR,BHOJPUR,Barhara,Akauna
802312,BIHAR,BHOJPUR,Koilwar,Chandwa
802313,BIHAR,BHOJPUR,Barhara,Babhangawan
802314,BIHAR,BHOJPUR,Koilwar,Kishunpura
802316,BIHAR,BHOJPUR,Barhara,Gyanpur
802351,BIHAR,BHOJPUR,Barhara,Balua
802352,BIHAR,BHOJPUR,Koilwar,Jalpura
803101,BIHAR,NALANDA,Bihar,Bihar
803107,BIHAR,NALANDA,Asthawan,Amar Singh Bigha
803108,BIHAR,NALANDA,Chandi,Barhauna
803109,BIHAR,NAWADA,Nawada,Adampur
803110,BIHAR,NALANDA,Chandi,Badarwali
803111,BIHAR,NALANDA,Noorsarai,Dayalpur
803113,BIHAR,NALANDA,Noorsarai,Andhana
803114,BIHAR,NALANDA,Parbalpur,Badauni
803115,BIHAR,NALANDA,Giriak,Bangali Nagar 1
803116,BIHAR,NALANDA,Rajgir,Ajima Bad
803117,BIHAR,NALANDA,Ben,Dewaria
803118,BIHAR,NALANDA,Rahui,Kadi Bigha
803119,BIHAR,NALANDA,Rahui,Basudev Bigha
803120,BIHAR,NALANDA,Noorsarai,Dasturper
803121,BIHAR,NALANDA,Rajgir,Rajgir
803201,BIHAR,PATNA,Fatwah,Bazidpur
803202,BIHAR,PATNA,Bakhtiarpur,Alipur Bihta
803211,BIHAR,PATNA,Athmalgola,Baba Asthan
803212,BIHAR,PATNA,Bakhtiarpur,Rawaich
803213,BIHAR,PATNA,Belchhi,Az-Rakbe Saksohara
803214,BIHAR,PATNA,Barh,Amarpur
803215,BIHAR,PATNA,Barh,Barh
803216,BIHAR,NALANDA,Noorsarai,Bhagawal bigha
803221,BIHAR,PATNA,Mokameh,Mekra
803301,BIHAR,PATNA,Mokameh,Bhagat tola
803302,BIHAR,PATNA,Mokameh,Astawad
803303,BIHAR,PATNA,Mokameh,Durga Asthan
803306,BIHAR,PATNA,Ghoswari,Malpur
803307,BIHAR,PATNA,Pandarak,Baruane
804401,BIHAR,ARWAL,Arwal,Chiraia Tanr
804402,BIHAR,ARWAL,Arwal,Bania Bigha
804403,BIHAR,GAYA,Belaganj,Aganda
804404,BIHAR,GAYA,Gaya,Nasirpur
804405,BIHAR,JEHANABAD,Makhdumpur,Birra
804406,BIHAR,JEHANABAD,Ghoshi,Ghoshi
804407,BIHAR,JEHANABAD,Hulasganj,Bauri
804408,BIHAR,JEHANABAD,Jehanabad,Irki Arazi
